203901 fast 2 5.62
203901 normal 112 4837.72
203901 slow 113 2392.34
203903 fast 5 14.76
203903 normal 136 8594.42
203903 slow 137 4524.63
203909 fast 0 0.0
203909 normal 17 387.57
203909 slow 18 213.22
203914 fast 11 67.51
203914 normal 128 16509.17
203914 slow 129 8177.11
203915 fast 0 0.0
203915 normal 51 1047.97
203915 slow 52 594.3
203917 fast 2 1.48
203917 normal 55 7901.6
203917 slow 56 4427.82
203918 fast 11 35.53
203918 normal 111 9174.25
203918 slow 111 4967.48
203919 fast 4 8.3
203919 normal 79 1592.91
203919 slow 80 726.95
203921 fast 1 1.94
203921 normal 33 663.78
203921 slow 34 457.23
203922 fast 3 16.76
203922 normal 103 4510.47
203922 slow 104 2150.04
203923 fast 5 19.4
203923 normal 66 3352.06
203923 slow 67 1644.49
203924 fast 4 24.99
203924 normal 68 8214.93
203924 slow 69 4720.03
203925 fast 1 2.0
203925 normal 50 1386.85
203925 slow 51 774.5
203926 fast 5 12.73
203926 normal 125 6912.08
203926 slow 126 3098.56
203932 fast 10 41.15
203932 normal 112 7374.11
203932 slow 110 3732.06
203933 fast 9 32.44
203933 normal 123 9229.73
203933 slow 124 4771.62
203934 fast 3 15.71
203934 normal 49 1490.17
203934 slow 49 893.74
203939 fast 0 0.0
203939 normal 67 2581.35
203939 slow 67 1192.35
203940 fast 0 0.0
203940 normal 16 247.45
203940 slow 17 175.83
203943 fast 2 8.72
203943 normal 102 4030.75
203943 slow 103 2368.81
203944 fast 0 0.0
203944 normal 114 5790.64
203944 slow 115 3833.45
203946 fast 0 0.0
203946 normal 32 343.78
203946 slow 33 132.22
203948 fast 5 11.99
203948 normal 70 3515.91
203948 slow 71 1864.35
203949 fast 12 58.92
203949 normal 142 13168.35
203949 slow 143 7425.17
203952 fast 3 14.56
203952 normal 123 5818.58
203952 slow 124 3470.88
203953 fast 11 43.56
203953 normal 135 10220.75
203953 slow 135 5883.03
203960 fast 5 39.24
203960 normal 84 4138.85
203960 slow 84 2037.6
203961 fast 0 0.0
203961 normal 102 771.82
203961 slow 102 491.19
203991 fast 2 8.02
203991 normal 75 3141.28
203991 slow 75 1723.05
203994 fast 0 0.0
203994 normal 72 1700.9
203994 slow 73 1078.81
203999 fast 4 15.26
203999 normal 110 7302.96
203999 slow 111 4857.6
204001 fast 3 28.84
204001 normal 105 6683.69
204001 slow 105 4120.83
204014 fast 0 0.0
204014 normal 8 72.98
204014 slow 9 75.96
